unfiltered_contours, biggest_contour, filtered_contours, sorted_contours, num_rects, num_contours, num_targets, cx_list, cy_list, index, coords, difference
"[81.5, 5144.0, 131.5, 82.5, 193.0, 623.5, 812.5, 969.0, 923.0, 754.0]",969.0,"[623.5, 812.5, 969.0, 923.0, 754.0]","[623.5, 812.5, 969.0, 923.0, 754.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[81.5, 5144.0, 131.5, 82.5, 188.0, 614.0, 821.5, 965.0, 928.0, 751.0]",965.0,"[614.0, 821.5, 965.0, 928.0, 751.0]","[614.0, 821.5, 965.0, 928.0, 751.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[81.5, 5144.0, 131.5, 82.5, 186.0, 610.5, 819.5, 962.5, 924.0, 754.5]",962.5,"[610.5, 819.5, 962.5, 924.0, 754.5]","[610.5, 819.5, 962.5, 924.0, 754.5]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5234.0, 123.0, 186.0, 82.5, 241.0, 609.0, 814.0, 955.0, 941.5, 742.5]",955.0,"[609.0, 814.0, 955.0, 941.5, 742.5]","[609.0, 814.0, 955.0, 941.5, 742.5]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[5228.5, 123.0, 186.0, 82.5, 235.5, 601.5, 815.5, 960.0, 939.5, 742.5]",960.0,"[601.5, 815.5, 960.0, 939.5, 742.5]","[601.5, 815.5, 960.0, 939.5, 742.5]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[5240.5, 123.0, 191.5, 82.5, 238.0, 604.5, 812.5, 965.0, 940.5, 744.5]",965.0,"[604.5, 812.5, 965.0, 940.5, 744.5]","[604.5, 812.5, 965.0, 940.5, 744.5]",5,5,2,"[234, 438]","[225, 215]",1,"(234, 225)",86
"[5240.5, 123.0, 191.5, 82.5, 215.0, 613.0, 813.0, 961.0, 938.5, 743.5]",961.0,"[613.0, 813.0, 961.0, 938.5, 743.5]","[613.0, 813.0, 961.0, 938.5, 743.5]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5114.0, 191.5, 82.5, 212.0, 610.0, 818.0, 966.5, 945.5, 742.0]",966.5,"[610.0, 818.0, 966.5, 945.5, 742.0]","[610.0, 818.0, 966.5, 945.5, 742.0]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5114.0, 191.5, 82.5, 203.5, 609.0, 818.0, 961.0, 934.0, 742.5]",961.0,"[609.0, 818.0, 961.0, 934.0, 742.5]","[609.0, 818.0, 961.0, 934.0, 742.5]",5,5,2,"[235, 438]","[225, 215]",1,"(235, 225)",85
"[5114.0, 191.5, 82.5, 195.5, 608.5, 816.0, 970.5, 935.0, 741.5]",970.5,"[608.5, 816.0, 970.5, 935.0, 741.5]","[608.5, 816.0, 970.5, 935.0, 741.5]",5,5,2,"[235, 439]","[224, 215]",1,"(235, 224)",85
"[5097.0, 191.5, 82.5, 205.5, 611.0, 803.5, 957.5, 924.5, 740.0]",957.5,"[611.0, 803.5, 957.5, 924.5, 740.0]","[611.0, 803.5, 957.5, 924.5, 740.0]",5,5,2,"[235, 439]","[224, 215]",1,"(235, 224)",85
"[5108.5, 186.0, 82.5, 187.0, 611.5, 802.0, 956.5, 931.5, 739.0]",956.5,"[611.5, 802.0, 956.5, 931.5, 739.0]","[611.5, 802.0, 956.5, 931.5, 739.0]",5,5,2,"[235, 439]","[224, 215]",1,"(235, 224)",85
"[77.5, 5028.5, 189.0, 82.5, 212.0, 602.5, 808.0, 956.0, 947.0, 741.5]",956.0,"[602.5, 808.0, 956.0, 947.0, 741.5]","[602.5, 808.0, 956.0, 947.0, 741.5]",5,5,2,"[235, 439]","[223, 214]",1,"(235, 223)",85
"[132.5, 76.5, 3218.0, 1589.5, 183.5, 82.5, 225.0, 601.5, 805.5, 964.0, 934.5, 728.5]",1589.5,"[1589.5, 964.0]","[964.0, 1589.5]",2,2,0,[],[],1,"(-1, -1)",321
"[132.5, 76.5, 3218.0, 1579.5, 183.5, 83.5, 216.0, 600.0, 808.5, 957.5, 926.0, 735.0]",1579.5,"[1579.5, 957.5]","[957.5, 1579.5]",2,2,0,[],[],1,"(-1, -1)",321
"[5465.5, 211.5, 269.0, 594.5, 793.0, 971.0, 955.0, 745.5]",971.0,"[594.5, 793.0, 971.0, 955.0, 745.5]","[594.5, 793.0, 971.0, 955.0, 745.5]",5,5,2,"[234, 438]","[222, 213]",1,"(234, 222)",86
"[5464.0, 210.0, 267.5, 29.5, 599.0, 782.5, 969.0, 949.0, 729.5]",969.0,"[599.0, 782.5, 969.0, 949.0, 729.5]","[599.0, 782.5, 969.0, 949.0, 729.5]",5,5,2,"[234, 438]","[222, 213]",1,"(234, 222)",86
"[5464.0, 210.0, 238.5, 602.0, 798.0, 970.0, 944.5, 743.0]",970.0,"[602.0, 798.0, 970.0, 944.5, 743.0]","[602.0, 798.0, 970.0, 944.5, 743.0]",5,5,2,"[234, 438]","[222, 213]",1,"(234, 222)",86
"[5464.0, 33.5, 210.0, 219.0, 608.0, 811.5, 966.5, 946.5, 741.0]",966.5,"[608.0, 811.5, 966.5, 946.5, 741.0]","[608.0, 811.5, 966.5, 946.5, 741.0]",5,5,2,"[235, 439]","[222, 213]",1,"(235, 222)",85
"[5457.5, 33.5, 212.0, 217.5, 622.5, 811.5, 968.0, 953.0, 750.0]",968.0,"[622.5, 811.5, 968.0, 953.0, 750.0]","[622.5, 811.5, 968.0, 953.0, 750.0]",5,5,2,"[235, 439]","[222, 213]",1,"(235, 222)",85
